,#,Name,Variation,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Name_Variation,Mega_Variation,Type2_Not_Null
1172,992,Iron Hands,,Fighting,Electric,570,154,140,108,50,68,50,Iron Hands ,False,Electric
1173,993,Iron Jugulis,,Dark,Flying,570,94,80,86,122,80,108,Iron Jugulis ,False,Flying
1174,994,Iron Moth,,Fire,Poison,570,80,70,60,140,110,110,Iron Moth ,False,Poison
1175,995,Iron Thorns,,Rock,Electric,570,100,134,110,70,84,72,Iron Thorns ,False,Electric
1176,996,Frigibax,,Dragon,Ice,320,65,75,45,35,45,55,Frigibax ,False,Ice
1177,997,Arctibax,,Dragon,Ice,423,90,95,66,45,65,62,Arctibax ,False,Ice
1178,998,Baxcalibur,,Dragon,Ice,600,115,145,92,75,86,87,Baxcalibur ,False,Ice
1179,999,Gimmighoul,Chest Form,Ghost,,300,45,30,70,75,70,10,Gimmighoul Chest Form,False,Ghost
1180,999,Gimmighoul,Roaming Form,Ghost,,300,45,30,25,75,45,80,Gimmighoul Roaming Form,False,Ghost
1181,1000,Gholdengo,,Steel,Ghost,550,87,60,95,133,91,84,Gholdengo ,False,Ghost
1182,1001,Wo-Chien,,Dark,Grass,570,85,85,100,95,135,70,Wo-Chien ,False,Grass
1183,1002,Chien-Pao,,Dark,Ice,570,80,120,80,90,65,135,Chien-Pao ,False,Ice
1184,1003,Ting-Lu,,Dark,Ground,570,155,110,125,55,80,45,Ting-Lu ,False,Ground
1185,1004,Chi-Yu,,Dark,Fire,570,55,80,80,135,120,100,Chi-Yu ,False,Fire
1186,1005,Roaring Moon,,Dragon,Dark,590,105,139,71,55,101,119,Roaring Moon ,False,Dark
1187,1006,Iron Valiant,,Fairy,Fighting,590,74,130,90,120,60,116,Iron Valiant ,False,Fighting
1188,1007,Koraidon,,Fighting,Dragon,670,100,135,115,85,100,135,Koraidon ,False,Dragon
1189,1008,Miraidon,,Electric,Dragon,670,100,85,100,135,115,135,Miraidon ,False,Dragon
